,trans_vat_desc,original_gross_amt,trans_cac_code_1,trans_cac_code_2,directorate,cluster
272,1.0,0.040959089322592644,1.0,13.0,1.0,2
273,1.0,0.040981410984112766,1.0,13.0,1.0,2
274,1.0,0.040875890402381286,1.0,13.0,1.0,2
275,1.0,0.04102750376569328,1.0,13.0,1.0,2
276,1.0,0.05981147182658445,2.0,5.0,1.0,2
283,1.0,0.04732003812655743,2.0,5.0,1.0,2
286,1.0,0.03750647907967499,2.0,5.0,1.0,2
287,1.0,0.04228244496985706,2.0,5.0,1.0,2
288,1.0,0.04284338542494065,2.0,5.0,1.0,2
293,1.0,0.028229219692691595,2.0,5.0,1.0,2
294,1.0,0.028229219692691595,2.0,5.0,1.0,2
303,1.0,0.05353024324233438,2.0,5.0,1.0,2
304,1.0,0.05262940475955801,2.0,5.0,1.0,2
305,1.0,0.054242652114875965,2.0,5.0,1.0,2
308,1.0,0.04613583049915873,2.0,5.0,1.0,2
316,1.0,0.045329206821499754,2.0,5.0,1.0,2
318,1.0,0.04613583049915873,2.0,5.0,1.0,2
324,1.0,0.05551382725469073,2.0,5.0,1.0,2
325,1.0,0.021896535330262024,2.0,5.0,1.0,2
331,1.0,0.052796817220958935,2.0,5.0,1.0,2
341,1.0,0.05314106362427251,2.0,5.0,1.0,2
343,1.0,0.051527816268954564,2.0,5.0,1.0,2
348,1.0,0.035245323756857384,2.0,5.0,1.0,2
349,1.0,0.05203730094585865,2.0,5.0,1.0,2
350,1.0,0.053650548301176604,2.0,5.0,1.0,2
352,1.0,0.052962055494549444,2.0,5.0,1.0,2
353,1.0,0.0513488081392315,2.0,5.0,1.0,2
354,1.0,0.0513488081392315,2.0,5.0,1.0,2
355,1.0,0.052962055494549444,2.0,5.0,1.0,2
362,1.0,0.054632556462207965,2.0,5.0,1.0,2
364,1.0,0.053922321777476794,2.0,5.0,1.0,2
365,1.0,0.04097155466603895,1.0,24.0,1.0,2
366,1.0,0.041029243115941604,1.0,24.0,1.0,2
367,1.0,0.041075480843376144,1.0,7.0,1.0,2
368,1.0,0.0412170929427603,1.0,7.0,1.0,2
369,1.0,0.04140856641592966,1.0,6.0,1.0,2
370,1.0,0.041017212610057384,1.0,6.0,1.0,2
371,1.0,0.04139392688467296,1.0,6.0,1.0,2
372,1.0,0.04120723662468648,1.0,24.0,1.0,2
373,1.0,0.04121810756373848,1.0,9.0,1.0,2
374,1.0,0.04124071911696666,1.0,9.0,1.0,2
375,1.0,0.0409344485274081,1.0,9.0,1.0,2
376,1.0,0.04048105789601236,1.0,9.0,1.0,2
377,1.0,0.04139392688467296,1.0,19.0,1.0,2
378,1.0,0.0409344485274081,1.0,19.0,1.0,2
379,1.0,0.041283188252196505,1.0,19.0,1.0,2
380,1.0,0.04119085774318145,1.0,19.0,1.0,2
381,1.0,0.04140146406908235,1.0,19.0,1.0,2
382,1.0,0.04129826262101529,1.0,19.0,1.0,2
383,1.0,0.040837624696918214,1.0,19.0,1.0,2
384,1.0,0.04087023751407424,1.0,19.0,1.0,2
385,1.0,0.04052425176051234,1.0,19.0,1.0,2
386,1.0,0.04076210790697026,1.0,19.0,1.0,2
387,1.0,0.04109446875025365,1.0,19.0,1.0,2
388,2.0,0.039190749903466056,9.0,25.0,1.0,2
389,1.0,0.04107156730531742,1.0,21.0,1.0,2
390,1.0,0.0407325389527488,1.0,13.0,1.0,2
391,1.0,0.040856467657941695,1.0,13.0,1.0,2
392,1.0,0.040747033538151484,1.0,13.0,1.0,2
393,1.0,0.04092720123470676,1.0,13.0,1.0,2
394,1.0,0.0408938636882806,1.0,13.0,1.0,2
395,1.0,0.04087270159359269,1.0,13.0,1.0,2
396,1.0,0.04104895575208924,1.0,13.0,1.0,2
397,1.0,0.04087212181017658,1.0,12.0,1.0,2
398,1.0,0.04087994888629403,1.0,12.0,1.0,2
399,1.0,0.040938796903028894,1.0,12.0,1.0,2
400,1.0,0.04075616512695517,1.0,12.0,1.0,2
401,1.0,0.04078819816069509,1.0,26.0,1.0,2
402,1.0,0.04125115521845659,1.0,26.0,1.0,2
403,1.0,0.04109562831708587,1.0,27.0,1.0,2
404,1.0,0.040890674879492016,1.0,27.0,1.0,2
405,1.0,0.04083994383058265,1.0,27.0,1.0,2
406,1.0,0.040427572875876484,1.0,27.0,1.0,2
407,1.0,0.04084980014865646,1.0,27.0,1.0,2
408,1.0,0.04115389655040463,1.0,27.0,1.0,2
409,1.0,0.041152592037718386,1.0,27.0,1.0,2
410,1.0,0.041187089150976755,1.0,27.0,1.0,2
411,1.0,0.041261591319946514,1.0,27.0,1.0,2
412,1.0,0.04136363320118136,1.0,16.0,1.0,2
413,1.0,0.0411212837332486,1.0,4.0,1.0,2
414,1.0,0.04033611204198559,1.0,28.0,1.0,2
415,1.0,0.04119230720172172,1.0,16.0,1.0,2
416,1.0,0.041274926338516975,1.0,16.0,1.0,2
417,1.0,0.04117737777875696,1.0,16.0,1.0,2
418,1.0,0.0408900950960759,1.0,12.0,1.0,2
419,1.0,0.040989238060230214,1.0,12.0,1.0,2
420,1.0,0.040818491844186684,1.0,12.0,1.0,2
421,1.0,0.04111447127810934,1.0,19.0,1.0,2
422,1.0,0.041032576870584224,1.0,19.0,1.0,2
423,1.0,0.04081414346856588,1.0,19.0,1.0,2
424,1.0,0.04074891783425383,1.0,19.0,1.0,2
425,1.0,0.040885166937038996,1.0,19.0,1.0,2
426,1.0,0.046641691529712155,2.0,5.0,1.0,2
427,1.0,0.04668445055665005,2.0,5.0,1.0,2
434,1.0,0.044638539827062194,2.0,5.0,1.0,2
436,1.0,0.04839191271708539,2.0,5.0,1.0,2
438,1.0,0.042805699502893695,2.0,5.0,1.0,2
444,1.0,0.053221508573257366,2.0,5.0,1.0,2
445,1.0,0.04753963109540799,2.0,5.0,1.0,2
466,1.0,0.058875121609571514,2.0,5.0,1.0,2
469,1.0,0.04311370944270058,2.0,5.0,1.0,2
473,1.0,0.04621265180179291,2.0,5.0,1.0,2
476,1.0,0.05670673163333105,2.0,5.0,1.0,2
478,1.0,0.043944973915544104,2.0,5.0,1.0,2
479,1.0,0.03990388350527776,2.0,5.0,1.0,2
480,1.0,0.02375474117888521,2.0,5.0,1.0,2
481,1.0,0.053804915635715114,2.0,5.0,1.0,2
485,1.0,0.05909543930769221,2.0,5.0,1.0,2
488,1.0,0.052780873177015984,2.0,5.0,1.0,2
495,1.0,0.04607495324046748,2.0,5.0,1.0,2
496,1.0,0.04607495324046748,2.0,5.0,1.0,2
498,1.0,0.04526832956280851,2.0,5.0,1.0,2
500,1.0,0.04081414346856588,2.0,5.0,1.0,2
502,1.0,0.059582457377222155,2.0,5.0,1.0,2
505,1.0,0.06910395052824066,2.0,5.0,1.0,2
506,1.0,0.04208966698400145,2.0,5.0,1.0,2
507,1.0,0.04152002977767624,2.0,5.0,1.0,2
517,1.0,0.05267071432795564,2.0,5.0,1.0,2
518,1.0,0.052780873177015984,2.0,5.0,1.0,2
525,1.0,0.04196211463245789,2.0,5.0,1.0,2
526,1.0,0.041731650724555334,2.0,5.0,1.0,2
527,1.0,0.04109823734245834,2.0,5.0,1.0,2
531,1.0,0.04619598302857984,2.0,5.0,1.0,2
535,1.0,0.04527702631405012,2.0,5.0,1.0,2
538,1.0,0.0385066054724597,2.0,5.0,1.0,2
544,1.0,0.04455374650245653,2.0,5.0,1.0,2
545,1.0,0.06064273629942797,2.0,5.0,1.0,2
546,1.0,0.06713631055982726,2.0,5.0,1.0,2
547,1.0,0.06713631055982726,2.0,5.0,1.0,2
548,1.0,0.05399479470449018,2.0,5.0,1.0,2
549,1.0,0.05146766373953345,2.0,5.0,1.0,2
550,1.0,0.0619385522344273,2.0,5.0,1.0,2
553,1.0,0.04688520056447713,2.0,5.0,1.0,2
558,1.0,0.04208966698400145,2.0,5.0,1.0,2
561,1.0,0.054140465287787085,2.0,5.0,1.0,2
577,1.0,0.04513932775272469,2.0,5.0,1.0,2
580,1.0,0.07049905437324831,2.0,5.0,1.0,2
583,1.0,0.04107664041020836,1.0,4.0,1.0,2
584,1.0,0.041104180122473445,1.0,4.0,1.0,2
585,1.0,0.04066455934721025,1.0,4.0,1.0,2
586,1.0,0.04114751893282745,1.0,4.0,1.0,2
587,1.0,0.04114389528647678,1.0,4.0,1.0,2
588,1.0,0.04116201351823012,1.0,4.0,1.0,2
589,1.0,0.041022865498364425,1.0,4.0,1.0,2
590,1.0,0.04092430231762622,1.0,4.0,1.0,2
591,1.0,0.0409019806561061,1.0,4.0,1.0,2
592,1.0,0.041176508103632804,1.0,4.0,1.0,2
593,1.0,0.040830522350070904,1.0,4.0,1.0,2
594,1.0,0.040959089322592644,1.0,4.0,1.0,2
595,1.0,0.04095923426844668,1.0,10.0,1.0,2
596,1.0,0.041418132842295424,1.0,10.0,1.0,2
597,1.0,0.041398275260293764,1.0,10.0,1.0,2
598,1.0,0.04108156856924527,1.0,7.0,1.0,2
599,2.0,0.04211952582993096,10.0,29.0,1.0,2
600,1.0,0.04072355230979915,11.0,30.0,1.0,2
601,1.0,0.04108214835266137,1.0,21.0,1.0,2
602,1.0,0.04111737019518988,1.0,4.0,1.0,2
603,1.0,0.04084052361399875,1.0,4.0,1.0,2
604,1.0,0.04124840124723008,1.0,4.0,1.0,2
605,1.0,0.04116273824750026,1.0,4.0,1.0,2
606,1.0,0.04106823355067481,1.0,4.0,1.0,2
607,1.0,0.041027068928131204,1.0,21.0,1.0,2
608,1.0,0.04115230214601033,1.0,21.0,1.0,2
609,1.0,0.04095242181330742,1.0,21.0,1.0,2
610,1.0,0.041223615506191504,1.0,21.0,1.0,2
611,1.0,0.041161143843105964,1.0,21.0,1.0,2
612,1.0,0.04123724041647002,1.0,21.0,1.0,2
613,1.0,0.041553657215810454,1.0,21.0,1.0,2
614,1.0,0.040806751230010506,1.0,21.0,1.0,2
615,1.0,0.04118650936756065,1.0,21.0,1.0,2
616,2.0,0.04723176610145513,12.0,31.0,1.0,2
617,2.0,0.04096488715675372,12.0,31.0,1.0,2
618,2.0,0.04791185204854873,12.0,31.0,1.0,2
619,1.0,0.04205995308392596,12.0,32.0,2.0,2
620,1.0,0.04275641791252459,13.0,32.0,2.0,2
621,1.0,0.04249522548356835,14.0,33.0,2.0,2
622,1.0,0.0423433222285483,15.0,34.0,2.0,2
623,1.0,0.0423433222285483,15.0,35.0,2.0,2
624,2.0,0.08052930747190078,9.0,36.0,2.0,2
625,2.0,0.050525515688359446,9.0,36.0,2.0,2
626,2.0,0.051974974228627145,9.0,36.0,2.0,2
627,2.0,0.060816671324260094,9.0,36.0,2.0,2
628,2.0,0.04549589455363054,9.0,36.0,2.0,2
629,2.0,0.04210416156940413,13.0,37.0,2.0,2
630,2.0,0.04072065339271861,13.0,37.0,2.0,2
631,2.0,0.04181426986135059,12.0,38.0,2.0,2
632,1.0,0.04748165275379729,12.0,39.0,2.0,2
633,1.0,0.0443277759160288,12.0,39.0,2.0,2
634,2.0,0.04313327713299419,12.0,39.0,2.0,2
635,2.0,0.0403285748575762,16.0,40.0,2.0,2
636,1.0,0.040819941302726946,1.0,41.0,2.0,2
637,1.0,0.04135928482556056,1.0,41.0,2.0,2
638,1.0,0.04132145395765957,1.0,41.0,2.0,2
639,1.0,0.04111650052006572,1.0,41.0,2.0,2
640,1.0,0.04116752146068314,1.0,41.0,2.0,2
641,1.0,0.04237723955839057,9.0,42.0,2.0,2
642,1.0,0.04039162630407784,11.0,42.0,2.0,2
643,1.0,0.040306832979472185,17.0,42.0,2.0,2
644,1.0,0.040306832979472185,1.0,42.0,2.0,2
645,1.0,0.040306832979472185,1.0,42.0,2.0,2
646,1.0,0.041246227059419674,1.0,42.0,2.0,2
647,1.0,0.04039945338019529,11.0,42.0,2.0,2
648,1.0,0.0412728970965606,1.0,42.0,2.0,2
649,1.0,0.04056483659963984,18.0,42.0,2.0,2
650,1.0,0.042408547862860344,4.0,43.0,2.0,2
651,2.0,0.04054439923422205,19.0,44.0,2.0,2
652,2.0,0.044568241087859214,10.0,45.0,2.0,2
653,2.0,0.04063904887690154,13.0,46.0,2.0,2
654,2.0,0.0404661284730476,13.0,46.0,2.0,2
655,2.0,0.040332923233197,8.0,47.0,2.0,2
656,2.0,0.040332923233197,8.0,47.0,2.0,2
657,2.0,0.04060397198022706,8.0,47.0,2.0,2
658,2.0,0.04044018316517681,8.0,47.0,2.0,2
659,2.0,0.04049961096532779,8.0,47.0,2.0,2
660,2.0,0.04031408027217352,8.0,47.0,2.0,2
661,2.0,0.04052425176051234,8.0,47.0,2.0,2
662,2.0,0.04034596836005941,17.0,47.0,2.0,2
663,2.0,0.042495515375276405,8.0,40.0,2.0,2
664,2.0,0.040785589135322604,20.0,40.0,2.0,2
665,2.0,0.042696700220665566,20.0,40.0,2.0,2
666,2.0,0.04173020126601506,8.0,40.0,2.0,2
667,2.0,0.04039061168309966,21.0,40.0,2.0,2
668,2.0,0.04033321312490506,21.0,40.0,2.0,2
669,2.0,0.04078877794411119,20.0,40.0,2.0,2
670,2.0,0.04098083120069666,8.0,40.0,2.0,2
671,2.0,0.04030393406239165,20.0,40.0,2.0,2
672,2.0,0.040828493108114525,20.0,40.0,2.0,2
673,2.0,0.04125187994772672,20.0,40.0,2.0,2
674,2.0,0.04038655319918691,20.0,40.0,2.0,2
675,2.0,0.04033872106735807,8.0,40.0,2.0,2
677,1.0,0.04041235356120367,12.0,48.0,2.0,2
678,2.0,0.041509883567894375,22.0,49.0,2.0,2
679,1.0,0.0416968637195889,3.0,50.0,2.0,2
680,2.0,0.040292048502361455,12.0,50.0,2.0,2
681,2.0,0.04090169076439804,12.0,50.0,2.0,2
682,1.0,0.04034234471370874,11.0,51.0,2.0,2
683,1.0,0.0689336391497592,4.0,43.0,2.0,2
684,2.0,0.044568241087859214,11.0,43.0,2.0,2
685,2.0,0.04119100268903548,22.0,50.0,2.0,2
686,1.0,0.040775008087978654,1.0,52.0,2.0,2
687,1.0,0.040259725576913485,12.0,52.0,2.0,2
688,1.0,0.040379305906485564,11.0,52.0,2.0,2
689,1.0,0.04024885463786147,11.0,52.0,2.0,2
690,1.0,0.041072436980441586,1.0,52.0,2.0,2
691,1.0,0.040929520368371185,1.0,52.0,2.0,2
692,1.0,0.041828764446753264,4.0,52.0,2.0,2
693,1.0,0.04040104778458958,23.0,52.0,2.0,2
694,1.0,0.040954016217701714,1.0,52.0,2.0,2
695,1.0,0.04131435161081226,1.0,52.0,2.0,2
696,1.0,0.041133024347424774,1.0,53.0,2.0,2
697,1.0,0.04100112362026041,12.0,54.0,2.0,2
698,2.0,0.04110374528491136,12.0,55.0,2.0,2
699,2.0,0.0404227896626936,24.0,56.0,2.0,2
700,2.0,0.0404227896626936,24.0,57.0,2.0,2
701,2.0,0.04603219421352959,9.0,58.0,2.0,2
702,2.0,0.04079877920803904,25.0,59.0,2.0,2
703,1.0,0.04110374528491136,12.0,55.0,2.0,2
704,2.0,0.04106663914628051,12.0,60.0,2.0,2
705,2.0,0.04041699182853253,12.0,61.0,2.0,2
706,1.0,0.04028726528917857,11.0,62.0,2.0,2
707,1.0,0.040596724687525725,26.0,62.0,2.0,2
708,2.0,0.040282192184287635,4.0,42.0,2.0,2
709,2.0,0.0404780140330778,9.0,42.0,2.0,2
710,2.0,0.045814775432489435,4.0,42.0,2.0,2
711,2.0,0.040506858258029126,11.0,42.0,2.0,2
712,2.0,0.04965584056419883,4.0,42.0,2.0,2
713,2.0,0.04081414346856588,4.0,42.0,2.0,2
714,2.0,0.040553240931317694,21.0,42.0,2.0,2
715,2.0,0.056284214468843005,4.0,42.0,2.0,2
716,1.0,0.04067354599015991,4.0,42.0,2.0,2
717,2.0,0.040628467829557584,1.0,42.0,2.0,2
718,2.0,0.0406567322710928,1.0,42.0,2.0,2
719,1.0,0.04035538984057115,11.0,42.0,2.0,2
720,2.0,0.04058657847774385,4.0,42.0,2.0,2
721,1.0,0.04028900463942689,11.0,42.0,2.0,2
722,1.0,0.04036988442597383,4.0,42.0,2.0,2
723,1.0,0.040395974679698646,11.0,42.0,2.0,2
724,1.0,0.04030828243801245,11.0,42.0,2.0,2
725,2.0,0.040350316735680215,8.0,42.0,2.0,2
726,2.0,0.040350316735680215,8.0,42.0,2.0,2
727,1.0,0.04039945338019529,4.0,42.0,2.0,2
728,2.0,0.04047497017014323,8.0,42.0,2.0,2
729,2.0,0.040366550671331214,21.0,42.0,2.0,2
730,2.0,0.040463954285237205,21.0,42.0,2.0,2
731,2.0,0.04058223010212304,17.0,42.0,2.0,2
732,1.0,0.04028943947698897,17.0,63.0,2.0,2
733,1.0,0.04027639435012656,17.0,63.0,2.0,2
734,1.0,0.0403285748575762,17.0,63.0,2.0,2
735,2.0,0.040390901574807715,20.0,40.0,2.0,2
736,2.0,0.04024885463786147,20.0,40.0,2.0,2
737,2.0,0.04034234471370874,20.0,64.0,2.0,2
738,2.0,0.04024957936713161,20.0,64.0,2.0,2
739,2.0,0.04028045283403931,20.0,64.0,2.0,2
740,2.0,0.040266248140344685,20.0,64.0,2.0,2
741,2.0,0.04032422648195539,20.0,64.0,2.0,2
742,1.0,0.041015183368101005,1.0,65.0,2.0,2
743,1.0,0.04093560809424031,1.0,65.0,2.0,2
744,1.0,0.04107504600581406,1.0,65.0,2.0,2
745,2.0,0.09350196140729666,3.0,66.0,2.0,2
746,2.0,0.09350196140729666,3.0,66.0,2.0,2
747,2.0,0.04327822298702096,3.0,66.0,2.0,2
748,2.0,0.07574609428901738,3.0,66.0,2.0,2
749,2.0,0.09350196140729666,3.0,66.0,2.0,2
750,2.0,0.07574609428901738,3.0,66.0,2.0,2
751,2.0,0.09350196140729666,3.0,66.0,2.0,2
752,2.0,0.09350196140729666,3.0,66.0,2.0,2
753,2.0,0.09350196140729666,3.0,66.0,2.0,2
754,2.0,0.09350196140729666,3.0,66.0,2.0,2
755,2.0,0.07215143710915349,3.0,66.0,2.0,2
756,2.0,0.138985970400897,3.0,66.0,2.0,2
757,2.0,0.05210542549725124,3.0,66.0,2.0,2
758,2.0,0.1802955387985264,3.0,66.0,2.0,2
